Product_ID,Base_Type,Pricing_Type,Package_Type,VAS,Title,Description,BB_Data_Standard,BB_Data_Free,BB_Data_Anytime,BB_Data_Unlimited,BB_Connection_Type,BB_Connection_Speed,Included_Packages,Price,Monthly_Rental,VOICE_Home_SLT_Instrument_Rental,VOICE_Home_Customer_Instrument_Rental,VOICE_Charge_Active_Hours,VOICE_Charge_Leisure_Hours,VOICE_Free_Minutes,VOICE_Telehelth_Insurance_Benefits,VOICE_Tele_Life_Insurance_Benefits,PEOTV_No_of_Channels,PEOTV_Foreign_Channels,PEOTV_Local_Channels,PEOTV_Movie_Channels,PEOTV_Kids_Channels,PEOTV_Religious_Channels,PEOTV_Tamil_Channels,PEOTV_Educational_Channels,PEOTV_Music_Channels,PEOTV_Sports_Channels,PEOTV_News_Channels,PEOTV_HD_Pack,Subscription_Type,Minimum_Subscription_Period,Recidence_Type,Tax_Status,Conditions,Available_Regions,Dependent_Packages
BB_Kaspersky_A,BB,PAID,"ADSL,Fibre,4G",YES,Kaspersky Internet security (1 Device),"Virus protection and internet security are very important to safeguard your valuable data and privacy over the internet. Join hands with Kaspersky, SLT introduces special monthly subscription plan for SLT Broadband customers. Now you can subscribe to Kaspersky security products and pay its subscription fee with SLT bill as a monthly installment. You can simply subscribe to below mentioned Kaspersky products online through broadband VAS Portal, MySLT App, or calling 1212 hotline.",,,,,,,,132,132,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home,Office",EXCLUDED,"30 days free use after subscription.
Easy online subscription through Broadband VAS Portal, MySLT App or calling 1212 hotline.
12 months installment plan.
Pay with SLT Bill.
No credit/debit card payments.",,
BB_Kaspersky_IS_3,BB,PAID,"ADSL,Fibre,4G",YES,Kaspersky Internet security (1 Device),"Virus protection and internet security are very important to safeguard your valuable data and privacy over the internet. Join hands with Kaspersky, SLT introduces special monthly subscription plan for SLT Broadband customers. Now you can subscribe to Kaspersky security products and pay its subscription fee with SLT bill as a monthly installment. You can simply subscribe to below mentioned Kaspersky products online through broadband VAS Portal, MySLT App, or calling 1212 hotline.",,,,,,,,302,302,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home,Office",EXCLUDED,"30 days free use after subscription.
Easy online subscription through Broadband VAS Portal, MySLT App or calling 1212 hotline.
12 months installment plan.
Pay with SLT Bill.
No credit/debit card payments.",,
BB_Kaspersky_IS_A_1,BB,PAID,"ADSL,Fibre,4G",YES,Kaspersky Internet security (1 Device),"Virus protection and internet security are very important to safeguard your valuable data and privacy over the internet. Join hands with Kaspersky, SLT introduces special monthly subscription plan for SLT Broadband customers. Now you can subscribe to Kaspersky security products and pay its subscription fee with SLT bill as a monthly installment. You can simply subscribe to below mentioned Kaspersky products online through broadband VAS Portal, MySLT App, or calling 1212 hotline.",,,,,,,,76,76,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home,Office",EXCLUDED,"30 days free use after subscription.
Easy online subscription through Broadband VAS Portal, MySLT App or calling 1212 hotline.
12 months installment plan.
Pay with SLT Bill.
No credit/debit card payments.",,
BB_Kaspersky_Safe_Kids,BB,PAID,"ADSL,Fibre,4G",YES,Kaspersky Internet security (1 Device),"Virus protection and internet security are very important to safeguard your valuable data and privacy over the internet. Join hands with Kaspersky, SLT introduces special monthly subscription plan for SLT Broadband customers. Now you can subscribe to Kaspersky security products and pay its subscription fee with SLT bill as a monthly installment. You can simply subscribe to below mentioned Kaspersky products online through broadband VAS Portal, MySLT App, or calling 1212 hotline.",,,,,,,,104,104,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home,Office",EXCLUDED,"30 days free use after subscription.
Easy online subscription through Broadband VAS Portal, MySLT App or calling 1212 hotline.
12 months installment plan.
Pay with SLT Bill.
No credit/debit card payments.",,
P_FIbre,"VOICE,BB",PAID,"Telephone, Fibre",NO,Fibre Telephone & Broadband,Telephone and Broadband connection with FIBRE ONT,,,,,,"100Mbps,50Mbps","Telephone,Fibre_ONT",12500,630,430,390,"1.7,2.7","1.5,2.0",100 minutes/ 390 worth ONNET free calls,,,,,,,,,,,,,,,DOUBLE_PLAY,1,"Home,Office",EXCLUDED,"Wi-Fi enabled FTTx router included into all packages.
Additional voice line can be requested. Broadband-Web Family or above package can be selected as you wish. All new connections are subjected to minimum 01 year commitment period.
Rs.5000 will be charges for early termination within the commitment period.
Above charges are exclusive of taxes. Relevant taxes will be applicable at the time of purchase.",,
P_FIbre,"VOICE,PEOTV",PAID,"Telephone, PeoTV",NO,Fibre Telephone & PeoTV,Telephone and PeoTV connection with FIBRE ONT,,,,,,"100Mbps,50Mbps","Telephone,Fibre_ONT,PEOTV_STB",12500,630,430,390,"1.7,2.7","1.5,2.0",100 minutes/ 390 worth ONNET free calls,,,,,,,,,,,,,,,DOUBLE_PLAY,1,"Home,Office",EXCLUDED,"Wi-Fi enabled FTTx router included into all packages.
Additional voice line can be requested. All new connections are subjected to minimum 01 year commitment period.
Rs.5000 will be charges for early termination within the commitment period.
Above charges are exclusive of taxes. Relevant taxes will be applicable at the time of purchase. PeoTV package can be selected as you wish.
",,
P_FIbre,"VOICE,BB,PEOTV",PAID,"Telephone, Fibre,PeoTV",NO,"Fibre Telephone, Broadband & PeoTV","Telephone, Broadband and PeoTV connection with FIBRE ONT",,,,,,"100Mbps,50Mbps","Telephone,Fibre_ONT,PEOTV_STB",12500,630,430,390,"1.7,2.7","1.5,2.0",100 minutes/ 390 worth ONNET free calls,,,,,,,,,,,,,,,TRIPLE_PLAY,1,"Home,Office",EXCLUDED,"Wi-Fi enabled FTTx router included into all packages.
Additional voice line can be requested. Broadband-Web Family or above package can be selected as you wish. All new connections are subjected to minimum 01 year commitment period.
Rs.5000 will be charges for early termination within the commitment period.
Above charges are exclusive of taxes. Relevant taxes will be applicable at the time of purchase. PeoTV package can be selected as you wish.
",,
P_FIbre_1Gbps,"VOICE,BB",PAID,"Telephone, Fibre",NO,Fibre Telephone & Broadband,Telephone and Broadband connection with FIBRE ONT,,,,,,"1Gbps,500Mbps","Telephone,Fibre_ONT",20000,630,430,390,"1.7,2.7","1.5,2.0",100 minutes/ 390 worth ONNET free calls,,,,,,,,,,,,,,,DOUBLE_PLAY,1,"Home,Office",EXCLUDED,"Wi-Fi enabled FTTx router included into all packages.
Additional voice line can be requested. Broadband-Web Family or above package can be selected as you wish. All new connections are subjected to minimum 01 year commitment period.
Rs.5000 will be charges for early termination within the commitment period.
Above charges are exclusive of taxes. Relevant taxes will be applicable at the time of purchase. *Fibre 1 Gbps service only available in selected condominium and apartment complexes.
Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Off-peak time for download volume is from 00.00 to 08.00 hrs.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
P_FIbre_1Gbps,"VOICE,BB,PEOTV",PAID,"Telephone, Fibre, PeoTV",NO,"Fibre Telephone,Broadband & PeoTV","Telephone, Broadband and PeoTV connection with FIBRE ONT",,,,,,"1Gbps,500Mbps","Telephone,Fibre_ONT,PEOTV_STB",20000,630,430,390,"1.7,2.7","1.5,2.0",100 minutes/ 390 worth ONNET free calls,,,,,,,,,,,,,,,TRIPLE_PLAY,1,"Home,Office",EXCLUDED,"Wi-Fi enabled FTTx router included into all packages.
Additional voice line can be requested. Broadband-Web Family or above package can be selected as you wish. All new connections are subjected to minimum 01 year commitment period.
Rs.5000 will be charges for early termination within the commitment period.
Above charges are exclusive of taxes. Relevant taxes will be applicable at the time of purchase. *Fibre 1 Gbps service only available in selected condominium and apartment complexes.
Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Off-peak time for download volume is from 00.00 to 08.00 hrs.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
P_4G_LTE,BB,PAID,"4G,Telephone",NO,4G LTE Broadband Only,,,"Basic - 0.2, Premiun- 0.5",,,,"8Mbps,1024Kbps","Telephone,4G/LTE_Router",2900,999,399,399,"1.25,1.75","1.25,1.75",300 - 1000 minuts within SLT network,,,,,,,,,,,,,,,SINGLE_PLAY,1,N/A,EXCLUDED,"A minimum subscription period of 01 year is required.
Rs.5000 will be charged for early termination within the commitment period.
All charges above are exclusive of Government taxes and will be applicable at the time of purchase.Additional usage is charged Rs. 0.30 per MB. Maximum additional usage volume is 3 GB.",,
P_4G_LTE,"VOICE,BB",PAID,4G,NO,4G LTE Voice + Broadband,,,,,,,"8Mbps,1024Kbps","Telephone,4G/LTE_Router",2400,499,310,310,"1.7,2.7","1.5,2.0",100 minutes within SLT netowrk,,,,,,,,,,,,,,,DOUBLE_PLAY,1,"Home,Office",EXCLUDED,"A minimum subscription period of 01 year is required.
Rs.5000 will be charged for early termination within the commitment period.
All charges above are exclusive of Government taxes and will be applicable at the time of purchase.Additional usage is charged Rs. 0.30 per MB. Maximum additional usage volume is 3 GB.",,
V-Basic1_TeleLife,VOICE,PAID,"4G,ADSL,Fibre",YES,Telelife Basic 1,"Tele Life insurance policy offered by SLT in partnership with Sri Lanka Insurance Corporation, provides life insurance at affordable premiums for SLT Customers. One of the major benefits of the service is the affordability of the premiums and convenience involved, in that premiums will be charged to the customer's monthly telephone bill and can be paid along with the SLT Telephone bill each month",,,,,,,,60,60,,,,,,,100000,,,,,,,,,,,,,"SINGLE_PLAY,DOUBLE_PLAY,TRIPLE_PLAY",1,"Home,Office",EXCLUDED,"Agreement will be terminated due to non settlements of the payment for three (03) consecutive months
Customer can terminate the agreement at any time by calling customer support hotline on 1212 and making a request.
Customer has to sign and submit a form of Declaration of Good Health to SLT.
When a customer's phone is disconnected then the insurance scheme will also be terminated. If the customer requires to rejoin the scheme, then he/she should submit a completed form of Declaration of Good Health to SLT.
Above charges are exclusive of taxes. Relevant taxes will be applicable at the time of purchase.",,
V-Basic2_TeleLife,VOICE,PAID,"4G,ADSL,Fibre",YES,Telelife Basic 2,"Tele Life insurance policy offered by SLT in partnership with Sri Lanka Insurance Corporation, provides life insurance at affordable premiums for SLT Customers. One of the major benefits of the service is the affordability of the premiums and convenience involved, in that premiums will be charged to the customer's monthly telephone bill and can be paid along with the SLT Telephone bill each month",,,,,,,,90,90,,,,,,,200000,,,,,,,,,,,,,"SINGLE_PLAY,DOUBLE_PLAY,TRIPLE_PLAY",1,"Home,Office",EXCLUDED,"Agreement will be terminated due to non settlements of the payment for three (03) consecutive months
Customer can terminate the agreement at any time by calling customer support hotline on 1212 and making a request.
Customer has to sign and submit a form of Declaration of Good Health to SLT.
When a customer's phone is disconnected then the insurance scheme will also be terminated. If the customer requires to rejoin the scheme, then he/she should submit a completed form of Declaration of Good Health to SLT.
Above charges are exclusive of taxes. Relevant taxes will be applicable at the time of purchase.",,
V-Basic3_TeleLife,VOICE,PAID,"4G,ADSL,Fibre",YES,Telelife Basic 3,"Tele Life insurance policy offered by SLT in partnership with Sri Lanka Insurance Corporation, provides life insurance at affordable premiums for SLT Customers. One of the major benefits of the service is the affordability of the premiums and convenience involved, in that premiums will be charged to the customer's monthly telephone bill and can be paid along with the SLT Telephone bill each month",,,,,,,,120,120,,,,,,,300000,,,,,,,,,,,,,"SINGLE_PLAY,DOUBLE_PLAY,TRIPLE_PLAY",1,"Home,Office",EXCLUDED,"Agreement will be terminated due to non settlements of the payment for three (03) consecutive months
Customer can terminate the agreement at any time by calling customer support hotline on 1212 and making a request.
Customer has to sign and submit a form of Declaration of Good Health to SLT.
When a customer's phone is disconnected then the insurance scheme will also be terminated. If the customer requires to rejoin the scheme, then he/she should submit a completed form of Declaration of Good Health to SLT.
Above charges are exclusive of taxes. Relevant taxes will be applicable at the time of purchase.",,
V-Basic4_TeleLife,VOICE,PAID,"4G,ADSL,Fibre",YES,Telelife Basic 4,"Tele Life insurance policy offered by SLT in partnership with Sri Lanka Insurance Corporation, provides life insurance at affordable premiums for SLT Customers. One of the major benefits of the service is the affordability of the premiums and convenience involved, in that premiums will be charged to the customer's monthly telephone bill and can be paid along with the SLT Telephone bill each month",,,,,,,,150,150,,,,,,,400000,,,,,,,,,,,,,"SINGLE_PLAY,DOUBLE_PLAY,TRIPLE_PLAY",1,"Home,Office",EXCLUDED,"Agreement will be terminated due to non settlements of the payment for three (03) consecutive months
Customer can terminate the agreement at any time by calling customer support hotline on 1212 and making a request.
Customer has to sign and submit a form of Declaration of Good Health to SLT.
When a customer's phone is disconnected then the insurance scheme will also be terminated. If the customer requires to rejoin the scheme, then he/she should submit a completed form of Declaration of Good Health to SLT.
Above charges are exclusive of taxes. Relevant taxes will be applicable at the time of purchase.",,
V-Plus2_TeleLife,VOICE,PAID,"4G,ADSL,Fibre",YES,Telelife Plus 2,"Tele Life insurance policy offered by SLT in partnership with Sri Lanka Insurance Corporation, provides life insurance at affordable premiums for SLT Customers. One of the major benefits of the service is the affordability of the premiums and convenience involved, in that premiums will be charged to the customer's monthly telephone bill and can be paid along with the SLT Telephone bill each month",,,,,,,,150,150,,,,,,,200000,,,,,,,,,,,,,"SINGLE_PLAY,DOUBLE_PLAY,TRIPLE_PLAY",1,"Home,Office",EXCLUDED,"Agreement will be terminated due to non settlements of the payment for three (03) consecutive months
Customer can terminate the agreement at any time by calling customer support hotline on 1212 and making a request.
Customer has to sign and submit a form of Declaration of Good Health to SLT.
When a customer's phone is disconnected then the insurance scheme will also be terminated. If the customer requires to rejoin the scheme, then he/she should submit a completed form of Declaration of Good Health to SLT.
Above charges are exclusive of taxes. Relevant taxes will be applicable at the time of purchase.",,
V-Plus3_TeleLife,VOICE,PAID,"4G,ADSL,Fibre",YES,Telelife Plus 3,"Tele Life insurance policy offered by SLT in partnership with Sri Lanka Insurance Corporation, provides life insurance at affordable premiums for SLT Customers. One of the major benefits of the service is the affordability of the premiums and convenience involved, in that premiums will be charged to the customer's monthly telephone bill and can be paid along with the SLT Telephone bill each month",,,,,,,,200,200,,,,,,,300000,,,,,,,,,,,,,"SINGLE_PLAY,DOUBLE_PLAY,TRIPLE_PLAY",1,"Home,Office",EXCLUDED,"Agreement will be terminated due to non settlements of the payment for three (03) consecutive months
Customer can terminate the agreement at any time by calling customer support hotline on 1212 and making a request.
Customer has to sign and submit a form of Declaration of Good Health to SLT.
When a customer's phone is disconnected then the insurance scheme will also be terminated. If the customer requires to rejoin the scheme, then he/she should submit a completed form of Declaration of Good Health to SLT.
Above charges are exclusive of taxes. Relevant taxes will be applicable at the time of purchase.",,
V-Plus4_TeleLife,VOICE,PAID,"4G,ADSL,Fibre",YES,Telelife Plus 4,"Tele Life insurance policy offered by SLT in partnership with Sri Lanka Insurance Corporation, provides life insurance at affordable premiums for SLT Customers. One of the major benefits of the service is the affordability of the premiums and convenience involved, in that premiums will be charged to the customer's monthly telephone bill and can be paid along with the SLT Telephone bill each month",,,,,,,,250,250,,,,,,,400000,,,,,,,,,,,,,"SINGLE_PLAY,DOUBLE_PLAY,TRIPLE_PLAY",1,"Home,Office",EXCLUDED,"Agreement will be terminated due to non settlements of the payment for three (03) consecutive months
Customer can terminate the agreement at any time by calling customer support hotline on 1212 and making a request.
Customer has to sign and submit a form of Declaration of Good Health to SLT.
When a customer's phone is disconnected then the insurance scheme will also be terminated. If the customer requires to rejoin the scheme, then he/she should submit a completed form of Declaration of Good Health to SLT.
Above charges are exclusive of taxes. Relevant taxes will be applicable at the time of purchase.",,
V_Sisu Connect,VOICE,PAID,"4G,ADSL,Fibre",YES,Sisu Connect,"SLT Sisu Connect is a revolutionary value added service to get in touch with your children while they are out of home,at School etc. It helps to ease your mind knowing that they are safe and secure and that they are just a phone call away.
SLT Sisu Connect is a secure voice facility (outgoing call facility) that enables children to easily contact their parents from any place, at any time in a secure way. This facility allows your child to take outgoing calls to four pre-nominated telephone numbers within school premises or even out of the premises by using any SLT telephone. It eliminates the need for coins or calling cards. Services Offered: Instant dialing facility to 04 pre- nominated numbers from any SLT telephone.
Sisu Connect Voice Mail Service
This service is ‘combined’ with an existing Sisu Connect service free of charge.
Same PIN number issued for the Sisu Connect service should be used for accessing the voice mail service as well.
Voice mail Call flow is same for the existing SLT Sisu Connect service. How to use: Service can be accessed through any SLT postpaid connection (payphone, Megaline , Citylink) by dialing the shortcode 1214 and entering the unique PIN provided by SLT.
Speed dial numbers can be defined as you wish.
Voice Mail Service.
Student / parent can deposit a voice mail on Sisu Connect account after successful validation of user, by pressing *.
Student/parent can retrieve voice mail on Sisu Connect account after successful validation of user by pressing #.",,,,,,,,30,30,,,"1.0,2.0","1.0,2.0",,,,,,,,,,,,,,,,"SINGLE_PLAY,DOUBLE_PLAY,TRIPLE_PLAY",,"Home,Office",EXCLUDED,"Eligible: SLT Customers who has either SLT Megaline or Citylink postpaid connection.
To students in all government and private schools, educational institutions etc, How to subscriber: Obtain the Sisu Connect application form from relevant school authority.
Application form must be duly filled and handed over to the school authority by the parent / guardian.Parent / guardian has to nominate the required telephone number/s (a maximum of 04 numbers) and the relevant speed dial numbers.
After Registration is done by SLT, a unique Personal Identification Number (PIN) and Sisu Connect ID card will be provided by SLT.
",,
V_E-channeling Registration,VOICE,PAID,"4G,ADSL,Fibre",YES,e-Channelling,e-Channelling envisioned an enabling service to eliminate the hassle of obtaining an appointment to meet a Specialist or Consultant Doctor. Popular e-Channeling service now available on your SLT Telephone by dialing short code 1225.,,,,,,,,250,,,,1.5,1.5,,,,,,,,,,,,,,,,"SINGLE_PLAY,DOUBLE_PLAY,TRIPLE_PLAY",,"Home,Office",EXCLUDED,"Eligibility: All SLT Megaline, Smartline, 4G/LTE and Citylink Postpaid customers. Service offered: Reserve an appointment from Specialist or Consultant doctor at any e-Channeling registered hospital or channeling center. How to Register: Registration can be done when making the appointment in first time or prior to that by calling to SLT Contact Center on 1225.",,"Megaline,Smartline,4G,Citylink_Postpaid"
V_Railway Registration,VOICE,PAID,"4G,ADSL,Fibre",YES,SLT Ticketing,"This is an extension of Mobitel’s M-Ticketing service to SLT customers. The service is now offered to SLT Megaline customers. If you are a Megaline customer, you can now simply reserve your intercity express train tickets from your SLT telephone simply by dialing 1265.",,,,,,,,8,,,,,,,,,,,,,,,,,,,,,"SINGLE_PLAY,DOUBLE_PLAY,TRIPLE_PLAY",,"Home,Office",EXCLUDED,"This service is available for Megaline residential customers only.
To avail themselves of the service Postpaid customer’s billing arrears for the last 30 days should be less than Rs. 400 and prepaid customers should have the required prepaid balance.
No. of tickets per NIC/per phone number is five per journey.
Only full tickets are available and children above 3 years have to obtain a full ticket.
Cancellations
All cancellations are handled by SLR. Calling charges or service fees are not refundable on cancelation of tickets.
In case of train cancellation SLR provides a full refund.
In case of ticket cancellation by customer, 75% of ticket value shall be refunded by SLR.
Booking for warrant and SLR passes cannot be done.
If a ticket is lost, a duplicate ticket will not be issued under any circumstance.
If a customer is using the ticket for official travel, he/she should be advised to keep a copy of the ticket for reimbursement as the original is collected at the rail station.
Above charges are exclusive of taxes. Relevant taxes will be applicable at the time of purchase.",,
V_MyAstro,VOICE,PAID,"4G,ADSL,Fibre",YES,MyAstro,"MyAstro Astrology service provides you accurate and trusted predictions on your life, which are different to the traditional “Star Sign” based astrology readings that are currently widely available in Newspapers, TV, Radio etc.",,,,,,,,30,30,,,5,5,,,,,,,,,,,,,,,,"SINGLE_PLAY,DOUBLE_PLAY,TRIPLE_PLAY",,"Home,Office",EXCLUDED,"Service registration & receiving predictions.
Whenever you get a NEW PIN, you will be considered a registered customer (create profile) and rental will be deducted/ added for prepaid and postpaid customers respectively according to the package chosen.
If you register for the service before 8.00 p.m. of the given date, you will be able to receive predictions from the following day morning.
If registrations are done after 8.00 p.m. of the given date, you will be able to receive SMS predictions after one day.
Service termination/ renewal can be done once every billing month, upon your request.
All above charges are exclusive of taxes.",,
V_Suba,VOICE,PAID,"4G,ADSL,Fibre",YES,MyAstro Suba,"MyAstro Astrology service provides you accurate and trusted predictions on your life, which are different to the traditional “Star Sign” based astrology readings that are currently widely available in Newspapers, TV, Radio etc.",,,,,,,,20,20,,,5,5,,,,,,,,,,,,,,,,"SINGLE_PLAY,DOUBLE_PLAY,TRIPLE_PLAY",,"Home,Office",EXCLUDED,"Service registration & receiving predictions.
Whenever you get a NEW PIN, you will be considered a registered customer (create profile) and rental will be deducted/ added for prepaid and postpaid customers respectively according to the package chosen.
If you register for the service before 8.00 p.m. of the given date, you will be able to receive predictions from the following day morning.
If registrations are done after 8.00 p.m. of the given date, you will be able to receive SMS predictions after one day.
Service termination/ renewal can be done once every billing month, upon your request.
All above charges are exclusive of taxes.",,
V_Nume,VOICE,PAID,"4G,ADSL,Fibre",YES,MyAstro Nume,"MyAstro Astrology service provides you accurate and trusted predictions on your life, which are different to the traditional “Star Sign” based astrology readings that are currently widely available in Newspapers, TV, Radio etc.",,,,,,,,20,20,,,5,5,,,,,,,,,,,,,,,,"SINGLE_PLAY,DOUBLE_PLAY,TRIPLE_PLAY",,"Home,Office",EXCLUDED,"Service registration & receiving predictions.
Whenever you get a NEW PIN, you will be considered a registered customer (create profile) and rental will be deducted/ added for prepaid and postpaid customers respectively according to the package chosen.
If you register for the service before 8.00 p.m. of the given date, you will be able to receive predictions from the following day morning.
If registrations are done after 8.00 p.m. of the given date, you will be able to receive SMS predictions after one day.
Service termination/ renewal can be done once every billing month, upon your request.
All above charges are exclusive of taxes.",,
E_Video on Demand,PEOTV,PAID,PeoTV,YES,Video On Demand,"SLT PEO TV gives the platform to enjoy the best of local and international news and entertainment from around the world at a click of a button revolutionizing traditional TV experience with characteristic features such as digital quality pictures, Time Shifted TV, Rewind TV to play pause live TV and Video on Demand with content such as movies, music, educational and many more.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY,TRIPLE_PLAY",,Home,,,,
E_Music_on_Demand,PEOTV,PAID,PeoTV,YES,Music On Demand,Music Library comprising a vast selection of popular music albums which enables you to listen to your favorite songs whenever you want,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY,TRIPLE_PLAY",,Home,,,,
E_Education_on_Demand,PEOTV,PAID,PeoTV,YES,Education On Demand,Education on Demand - Tuition to your Doorstep. The novel mode of Learning for all students who are interested in learning from home.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY,TRIPLE_PLAY",,Home,,,,
E_TV_on_Demand,PEOTV,PAID,PeoTV,YES,TV On Demand,"TV on Demand.Enjoy good old TV programs at a click of a button.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY,TRIPLE_PLAY",,Home,,,,
AB_Megaline,VOICE,PAID,Telephone,NO,Megaline Telephone,Telephone Only,,,,,,,Telephone,7000,499,310,170,"1.9,2.9","1.5,2.0",100 minutes SLT provided Telephone/ 50 minutes Customer owned telephone,,,,,,,,,,,,,,,SINGLE_PLAY,1,"Home,Office",EXCLUDED,"STB (Set-top-box) for Peo TV service (Double Play TV & Triple Play packages) will be provided by SLT with a lifetime warranty and maintenance support.
ADSL Router for Peo TV service (Double Play TV & Triple Play packages ) will be provided by SLT at a special price with one year warranty.
ADSL Router for Double Play Broadband package needs to purchase separately by the customer. (If purchased from SLT, standard one year warranty period is applicable).
With reduced monthly rental on My Phone Package, Telephone Instrument to be purchased separately and maintain by the customer.
Above new connection, charges are applicable up to 500m distance from the nearest Distribution Point (DP) to the service location.
For distances exceeding 500m from the last Distribution Point (DP), a charge of Rs. 2,400.00 per every additional 100m will be applied in addition to the relevant new connection charge.
Service provisioning will be done within 7 working days from the date of payment. This is applicable only for City areas and where the erection of new telephone poles is not required and also subjected to loop availability.
A Minimum sign-up period of 1 year is required for the above Packages.
Package downgrades are not allowed during the commitment period.
The above charges are exclusive of taxes. Relevant taxes will be applicable at the time of purchase.",,
AB_Megaline,"VOICE,PEOTV",PAID,"Telephone, PeoTV",NO,Megaline Telephone & PeoTV,Telephone and PEO TV connection (with ADSL router) and PEOTV STB,,,,,,"21Mbps,512Kbps","Telephone, ADSL_Router,PEOTV_STB",5990,499,310,170,"1.9,2.9","1.5,2.0",100 minutes SLT provided Telephone/ 50 minutes Customer owned telephone,,,,,,,,,,,,,,,DOUBLE_PLAY,1,"Home,Office",EXCLUDED,"STB (Set-top-box) for Peo TV service (Double Play TV & Triple Play packages) will be provided by SLT with a lifetime warranty and maintenance support.
ADSL Router for Peo TV service (Double Play TV & Triple Play packages ) will be provided by SLT at a special price with one year warranty.
ADSL Router for Double Play Broadband package needs to purchase separately by the customer. (If purchased from SLT, standard one year warranty period is applicable).
With reduced monthly rental on My Phone Package, Telephone Instrument to be purchased separately and maintain by the customer.
Above new connection, charges are applicable up to 500m distance from the nearest Distribution Point (DP) to the service location.
For distances exceeding 500m from the last Distribution Point (DP), a charge of Rs. 2,400.00 per every additional 100m will be applied in addition to the relevant new connection charge.
Service provisioning will be done within 7 working days from the date of payment. This is applicable only for City areas and where the erection of new telephone poles is not required and also subjected to loop availability.
A Minimum sign-up period of 1 year is required for the above Packages.
Package downgrades are not allowed during the commitment period.
The above charges are exclusive of taxes. Relevant taxes will be applicable at the time of purchase.",,
AB_Megaline,"VOICE,BB",PAID,"Telephone, ADSL",NO,Megaline Telephone & Broadband,Telephone and Broadband connection (without ADSL router),,,,,,"21Mbps,512Kbps",Telephone,3000,499,310,170,"1.9,2.9","1.5,2.0",100 minutes SLT provided Telephone/ 50 minutes Customer owned telephone,,,,,,,,,,,,,,,DOUBLE_PLAY,1,"Home,Office",EXCLUDED,"STB (Set-top-box) for Peo TV service (Double Play TV & Triple Play packages) will be provided by SLT with a lifetime warranty and maintenance support.
ADSL Router for Peo TV service (Double Play TV & Triple Play packages ) will be provided by SLT at a special price with one year warranty.
ADSL Router for Double Play Broadband package needs to purchase separately by the customer. (If purchased from SLT, standard one year warranty period is applicable).
With reduced monthly rental on My Phone Package, Telephone Instrument to be purchased separately and maintain by the customer.
Above new connection, charges are applicable up to 500m distance from the nearest Distribution Point (DP) to the service location.
For distances exceeding 500m from the last Distribution Point (DP), a charge of Rs. 2,400.00 per every additional 100m will be applied in addition to the relevant new connection charge.
Service provisioning will be done within 7 working days from the date of payment. This is applicable only for City areas and where the erection of new telephone poles is not required and also subjected to loop availability.
A Minimum sign-up period of 1 year is required for the above Packages.
Package downgrades are not allowed during the commitment period.
The above charges are exclusive of taxes. Relevant taxes will be applicable at the time of purchase.",,
