,event_source,ONNET_OUTGOING_Usage,ONNET_INCOMING,OFFNET_OUTGOING_Usage,OFFNET_INCOMING_Usage,IDD_INCOMING_Usage,Peo_TV_Package,PEO_TV_Usage,Location_Identifier
2711,552270209,LOW,NO,NO,NO,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2712,552270214,LOW,LOW,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2713,552270241,LOW,LOW,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2714,552270266,MEDIUM,LOW,MEDIUM,MEDIUM,NO,PEO_SILVER,HIGH,MSAG5200-ISLBZ-NODE435881
2715,552270514,LOW,LOW,LOW,LOW,NO,PEO_UTHAYAM,HIGH,MSAG5200-ISLBZ-NODE435881
2716,552270515,LOW,NO,NO,NO,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2717,552270535,LOW,MEDIUM,HIGH,HIGH,NO,PEO_SILVER,HIGH,MSAG5200-ISLBZ-NODE435881
2718,552270697,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2719,552273016,MEDIUM,LOW,LOW,LOW,NO,PEO_UTHAYAM,HIGH,MSAG5200-ISLBZ-NODE435881
2720,552273030,LOW,LOW,LOW,MEDIUM,NO,PEO_SILVER,LOW,MSAG5200-ISLBZ-NODE435881
2721,552273101,HIGH,HIGH,HIGH,MEDIUM,LOW,NO,NO,MSAG5200-ISLBZ-NODE435881
2722,552273102,HIGH,MEDIUM,HIGH,HIGH,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2723,552273135,LOW,LOW,LOW,LOW,NO,PEO_UTHAYAM,LOW,MSAG5200-ISLBZ-NODE435881
2724,552273176,MEDIUM,LOW,LOW,LOW,NO,PEO_SILVER,NO,MSAG5200-ISLBZ-NODE435881
2725,552273193,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2726,552273196,LOW,LOW,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2727,552273197,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2728,552273200,LOW,MEDIUM,LOW,LOW,NO,PRANAMA,MEDIUM,MSAG5200-ISLBZ-NODE435881
2729,552273240,MEDIUM,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2730,552273329,LOW,LOW,LOW,LOW,NO,PEO_UTHAYAM,MEDIUM,MSAG5200-ISLBZ-NODE435881
2731,552273330,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2732,552273332,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,PEO_UTHAYAM,HIGH,MSAG5200-ISLBZ-NODE435881
2733,552273335,LOW,LOW,LOW,LOW,NO,PEO_SILVER,HIGH,MSAG5200-ISLBZ-NODE435881
2734,552273336,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2735,552273337,LOW,LOW,MEDIUM,MEDIUM,NO,PEO_UTHAYAM,NO,MSAG5200-ISLBZ-NODE435881
2736,552273340,LOW,LOW,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2737,552273360,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2738,552273362,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,NO,NO,MSAG5200-ISLBZ-NODE435881
2739,552273363,MEDIUM,LOW,HIGH,MEDIUM,LOW,NO,NO,MSAG5200-ISLBZ-NODE435881
2740,552273384,LOW,MEDIUM,LOW,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2741,552273387,HIGH,HIGH,NO,HIGH,LOW,NO,NO,MSAG5200-ISLBZ-NODE435881
2742,552273396,LOW,LOW,LOW,LOW,NO,PRANAMA,HIGH,MSAG5200-ISLBZ-NODE435881
2743,552273398,LOW,LOW,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2744,552273399,LOW,LOW,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2745,552273401,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2746,552273402,LOW,LOW,LOW,LOW,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLBZ-NODE435881
2747,552273406,MEDIUM,MEDIUM,HIGH,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2748,552273408,LOW,MEDIUM,MEDIUM,MEDIUM,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLBZ-NODE435881
2749,552273437,LOW,LOW,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLBZ-NODE435881
2750,552273445,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2751,552273466,LOW,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2752,552273502,LOW,MEDIUM,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2753,552273503,LOW,LOW,LOW,LOW,MEDIUM,PEO_UTHAYAM,MEDIUM,MSAG5200-ISLBZ-NODE435881
2754,552273504,LOW,NO,NO,NO,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2755,552273505,LOW,LOW,MEDIUM,MEDIUM,NO,PEO_SILVER,HIGH,MSAG5200-ISLBZ-NODE435881
2756,552273506,LOW,NO,NO,NO,NO,PEO_SILVER,NO,MSAG5200-ISLBZ-NODE435881
2757,552273507,LOW,MEDIUM,LOW,MEDIUM,NO,PEO_SILVER_PLUS,HIGH,MSAG5200-ISLBZ-NODE435881
2758,552273508,LOW,LOW,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2759,552273513,LOW,LOW,MEDIUM,MEDIUM,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLBZ-NODE435881
2760,552273516,LOW,LOW,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLBZ-NODE435881
2761,552273521,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLBZ-NODE435881
2762,552273551,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PEO_SILVER,LOW,MSAG5200-ISLBZ-NODE435881
2763,552273555,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2764,552273561,MEDIUM,MEDIUM,LOW,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2765,552273566,LOW,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2766,552273568,HIGH,HIGH,MEDIUM,LOW,LOW,NO,NO,MSAG5200-ISLBZ-NODE435881
2767,552273570,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,PRANAMA,HIGH,MSAG5200-ISLBZ-NODE435881
2768,552273581,LOW,LOW,LOW,LOW,NO,PEO_SILVER,LOW,MSAG5200-ISLBZ-NODE435881
2769,552273584,LOW,LOW,NO,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2770,552273585,MEDIUM,MEDIUM,LOW,LOW,MEDIUM,PEO_UTHAYAM,MEDIUM,MSAG5200-ISLBZ-NODE435881
2771,552273604,LOW,MEDIUM,LOW,MEDIUM,NO,PRANAMA,MEDIUM,MSAG5200-ISLBZ-NODE435881
2772,552273616,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,PEO_SILVER,NO,MSAG5200-ISLBZ-NODE435881
2773,552273619,LOW,LOW,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2774,552273620,MEDIUM,MEDIUM,LOW,MEDIUM,NO,PEO_SILVER,HIGH,MSAG5200-ISLBZ-NODE435881
2775,552273624,LOW,LOW,LOW,MEDIUM,NO,PEO_SILVER,NO,MSAG5200-ISLBZ-NODE435881
2776,552273630,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2777,552273631,LOW,LOW,LOW,LOW,LOW,PRANAMA,LOW,MSAG5200-ISLBZ-NODE435881
2778,552273635,HIGH,HIGH,HIGH,HIGH,MEDIUM,NO,NO,MSAG5200-ISLBZ-NODE435881
2779,552273637,LOW,MEDIUM,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2780,552273644,LOW,LOW,LOW,LOW,LOW,NO,NO,MSAG5200-ISLBZ-NODE435881
2781,552273645,LOW,NO,NO,NO,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2782,552273647,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2783,552273650,HIGH,HIGH,MEDIUM,MEDIUM,NO,PEO_UNNATHAM,LOW,MSAG5200-ISLBZ-NODE435881
2784,552273662,LOW,LOW,LOW,MEDIUM,LOW,PEO_SILVER,HIGH,MSAG5200-ISLBZ-NODE435881
2785,552273664,MEDIUM,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2786,552273668,LOW,MEDIUM,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2787,552273669,MEDIUM,LOW,LOW,LOW,LOW,PEO_SILVER,HIGH,MSAG5200-ISLBZ-NODE435881
2788,552273676,LOW,LOW,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2789,552273683,LOW,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2790,552273684,LOW,MEDIUM,LOW,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2791,552273686,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,MSAG5200-ISLBZ-NODE435881
2792,552273693,MEDIUM,LOW,LOW,LOW,NO,PRANAMA,LOW,MSAG5200-ISLBZ-NODE435881
2793,552273699,LOW,LOW,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2794,552273701,MEDIUM,MEDIUM,LOW,LOW,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLBZ-NODE435881
2795,552273703,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2796,552273704,LOW,LOW,MEDIUM,LOW,NO,PEO_SILVER_PLUS,NO,MSAG5200-ISLBZ-NODE435881
2797,552273705,LOW,LOW,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2798,552273708,LOW,LOW,LOW,LOW,LOW,NO,NO,MSAG5200-ISLBZ-NODE435881
2799,552273713,LOW,LOW,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2800,552273714,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2801,552273716,LOW,LOW,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2802,552273718,LOW,MEDIUM,MEDIUM,HIGH,LOW,NO,NO,MSAG5200-ISLBZ-NODE435881
2803,552273721,LOW,LOW,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLBZ-NODE435881
2804,552273722,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PEO_UTHAYAM,HIGH,MSAG5200-ISLBZ-NODE435881
2805,552273723,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2806,552273724,MEDIUM,MEDIUM,MEDIUM,HIGH,LOW,NO,NO,MSAG5200-ISLBZ-NODE435881
2807,552273729,LOW,MEDIUM,MEDIUM,MEDIUM,NO,PEO_SILVER_PLUS,MEDIUM,MSAG5200-ISLBZ-NODE435881
2808,552273732,MEDIUM,LOW,LOW,MEDIUM,NO,PEO_SILVER,NO,MSAG5200-ISLBZ-NODE435881
2809,552273733,LOW,MEDIUM,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2810,552273739,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2811,552273740,MEDIUM,MEDIUM,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2812,552273742,MEDIUM,LOW,MEDIUM,LOW,NO,PRANAMA,LOW,MSAG5200-ISLBZ-NODE435881
2813,552273746,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,MSAG5200-ISLBZ-NODE435881
2814,552273753,LOW,MEDIUM,LOW,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2815,552273761,MEDIUM,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2816,552273762,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2817,552273763,HIGH,HIGH,MEDIUM,HIGH,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2818,552273764,LOW,MEDIUM,MEDIUM,MEDIUM,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLBZ-NODE435881
2819,552273765,LOW,LOW,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2820,552273770,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLBZ-NODE435881
2821,552273773,LOW,MEDIUM,LOW,LOW,NO,PEO_UTHAYAM,MEDIUM,MSAG5200-ISLBZ-NODE435881
2822,552273774,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2823,552273775,MEDIUM,MEDIUM,HIGH,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2824,552273782,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PRANAMA,MEDIUM,MSAG5200-ISLBZ-NODE435881
2825,552273785,LOW,LOW,LOW,LOW,NO,PEO_UTHAYAM,MEDIUM,MSAG5200-ISLBZ-NODE435881
2826,552273786,LOW,MEDIUM,LOW,MEDIUM,NO,PRANAMA,MEDIUM,MSAG5200-ISLBZ-NODE435881
2827,552273793,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2828,552273801,LOW,LOW,LOW,LOW,LOW,PEO_UTHAYAM,LOW,MSAG5200-ISLBZ-NODE435881
2829,552273804,MEDIUM,MEDIUM,MEDIUM,HIGH,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2830,552273808,LOW,LOW,LOW,LOW,NO,PEO_SILVER,HIGH,MSAG5200-ISLBZ-NODE435881
2831,552273809,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2832,552273810,MEDIUM,LOW,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2833,552273813,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2834,552273814,MEDIUM,MEDIUM,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2835,552273816,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,PEO_SILVER,LOW,MSAG5200-ISLBZ-NODE435881
2836,552273818,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2837,552273820,LOW,LOW,LOW,LOW,LOW,PEO_UNNATHAM,HIGH,MSAG5200-ISLBZ-NODE435881
2838,552273825,MEDIUM,MEDIUM,HIGH,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2839,552273827,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2840,552273828,LOW,MEDIUM,LOW,MEDIUM,LOW,PEO_UNNATHAM,HIGH,MSAG5200-ISLBZ-NODE435881
2841,552273830,MEDIUM,MEDIUM,MEDIUM,HIGH,LOW,NO,NO,MSAG5200-ISLBZ-NODE435881
2842,552273847,LOW,LOW,LOW,LOW,NO,PEO_UTHAYAM,LOW,MSAG5200-ISLBZ-NODE435881
2843,552273891,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2844,552273895,LOW,LOW,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2845,552273901,MEDIUM,MEDIUM,HIGH,MEDIUM,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2846,552273907,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLBZ-NODE435881
2847,552273922,HIGH,HIGH,HIGH,HIGH,MEDIUM,NO,NO,MSAG5200-ISLBZ-NODE435881
2848,552273950,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,NO,NO,MSAG5200-ISLBZ-NODE435881
2849,552293109,LOW,LOW,LOW,LOW,NO,NO,NO,C300MHE-DMD-NODE15221561
2850,552294183,LOW,LOW,LOW,MEDIUM,NO,NO,NO,C300MHE-DMD-NODE15221561
2851,552294297,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,NO,NO,C300MHE-DMD-NODE15221561
2852,552294650,LOW,LOW,LOW,MEDIUM,HIGH,NO,NO,C300MHE-DMD-NODE15221561
2853,552294670,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PEO_UTHAYAM,LOW,C300MHE-DMD-NODE15221561
2854,552294716,LOW,LOW,LOW,LOW,LOW,NO,NO,C300MHE-DMD-NODE15221561
2855,552294943,LOW,MEDIUM,LOW,MEDIUM,NO,NO,NO,C300MHE-DMD-NODE15221561
2856,552295074,HIGH,HIGH,MEDIUM,MEDIUM,NO,NO,NO,C300MHE-DMD-NODE15221561
2857,552295129,LOW,LOW,LOW,LOW,NO,NO,NO,C300MHE-DMD-NODE15221561
2858,552295143,LOW,MEDIUM,MEDIUM,MEDIUM,NO,PEO_SILVER,HIGH,C300MHE-DMD-NODE15221561
2859,552295674,LOW,LOW,LOW,LOW,NO,PEO_SILVER,LOW,C300MHE-DMD-NODE15221561
2860,572244006,LOW,LOW,LOW,MEDIUM,NO,PEO_SILVER,LOW,MSAG5200-ISLWM-NODE432881
2861,572245334,LOW,LOW,LOW,LOW,NO,PEO_SILVER,LOW,MSAG5200-ISLWM-NODE432881
2862,572245430,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLWM-NODE432881
2863,572246106,LOW,MEDIUM,LOW,LOW,NO,PEO_UTHAYAM,HIGH,MSAG5200-ISLWM-NODE432881
2864,572246652,LOW,LOW,LOW,LOW,NO,PEO_SILVER,HIGH,MSAG5200-ISLWM-NODE432881
2865,632052189,LOW,LOW,LOW,MEDIUM,NO,NO,NO,C300MPDT-NODE13379431
2866,632246065,LOW,LOW,LOW,LOW,NO,NO,NO,C300MPDT-NODE13379431
2867,632246137,LOW,MEDIUM,MEDIUM,MEDIUM,NO,PEO_UTHAYAM,MEDIUM,C300MPDT-NODE13379431
2868,632246160,LOW,LOW,MEDIUM,LOW,NO,PEO_UTHAYAM,HIGH,C300MPDT-NODE13379431
2869,632246167,LOW,LOW,LOW,MEDIUM,LOW,PEO_SILVER,MEDIUM,C300MPDT-NODE13379431
2870,632246211,LOW,LOW,LOW,LOW,NO,PEO_UTHAYAM,MEDIUM,C300MPDT-NODE13379431
2871,632246229,MEDIUM,MEDIUM,HIGH,LOW,NO,NO,NO,C300MPDT-NODE13379431
2872,632246260,LOW,LOW,LOW,LOW,NO,NO,NO,C300MPDT-NODE13379431
2873,632246262,HIGH,HIGH,MEDIUM,HIGH,NO,PEO_UTHAYAM,NO,C300MPDT-NODE13379431
2874,632246272,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,NO,C300MPDT-NODE13379431
2875,632246283,MEDIUM,MEDIUM,LOW,LOW,NO,PEO_UTHAYAM,MEDIUM,C300MPDT-NODE13379431
2876,632246284,MEDIUM,LOW,HIGH,MEDIUM,NO,NO,NO,C300MPDT-NODE13379431
2877,652051428,LOW,LOW,LOW,LOW,NO,NO,NO,C300MVH-NODE9874041
2878,652051545,LOW,LOW,LOW,LOW,NO,NO,NO,C300MVH-NODE9874041
2879,652051546,LOW,LOW,LOW,LOW,NO,NO,NO,C300MVH-NODE9874041
2880,652051678,LOW,NO,NO,NO,NO,NO,NO,C300MVH-NODE9874041
2881,652051840,MEDIUM,LOW,LOW,LOW,LOW,PEO_UNNATHAM,MEDIUM,C300MVH-NODE9874041
2882,652051995,LOW,LOW,MEDIUM,LOW,NO,NO,NO,C300MVH-NODE9874041
2883,652052764,LOW,LOW,NO,NO,NO,NO,NO,C300MVH-NODE9874041
2884,652053440,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,NO,C300MVH-NODE9874041
2885,652056195,LOW,LOW,LOW,LOW,NO,PEO_UNNATHAM,NO,C300MVH-NODE9874041
2886,652059299,LOW,LOW,LOW,LOW,NO,NO,NO,C300MVH-NODE9874041
2887,652257273,LOW,LOW,MEDIUM,LOW,NO,NO,NO,C300MVH-NODE9874041
2888,652257452,LOW,LOW,MEDIUM,LOW,LOW,NO,NO,C300MVH-NODE9874041
2889,652257990,HIGH,HIGH,HIGH,MEDIUM,NO,NO,NO,C300MVH-NODE9874041
2890,652258395,LOW,LOW,LOW,LOW,NO,NO,NO,C300MVH-NODE9874041
2891,652258476,LOW,NO,LOW,LOW,NO,NO,NO,C300MVH-NODE9874041
2892,652258671,LOW,NO,LOW,LOW,NO,NO,NO,C300MVH-NODE9874041
2893,652258672,LOW,LOW,MEDIUM,LOW,NO,NO,NO,C300MVH-NODE9874041
2894,662050148,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,NO,NO,MSAG5200-ISLMT-AVR-NODE467161
2895,662050201,LOW,MEDIUM,LOW,MEDIUM,NO,PEO_SILVER_PLUS,HIGH,MSAG5200-ISLMT-AVR-NODE467161
2896,662050205,MEDIUM,MEDIUM,LOW,MEDIUM,HIGH,PEO_SILVER,HIGH,MSAG5200-ISLMT-AVR-NODE467161
2897,662050220,MEDIUM,LOW,LOW,LOW,NO,PRANAMA,HIGH,MSAG5200-ISLMT-AVR-NODE467161
2898,662050221,MEDIUM,LOW,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLMT-AVR-NODE467161
2899,662050226,LOW,LOW,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLMT-AVR-NODE467161
2900,662050230,LOW,LOW,LOW,LOW,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLMT-AVR-NODE467161
2901,662050231,MEDIUM,LOW,LOW,LOW,MEDIUM,NO,NO,MSAG5200-ISLMT-AVR-NODE467161
2902,662050252,MEDIUM,MEDIUM,LOW,LOW,LOW,NO,NO,MSAG5200-ISLMT-AVR-NODE467161
2903,662050270,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLMT-AVR-NODE467161
2904,662050280,MEDIUM,MEDIUM,LOW,MEDIUM,HIGH,PEO_SILVER,MEDIUM,MSAG5200-ISLMT-AVR-NODE467161
2905,662050299,MEDIUM,MEDIUM,MEDIUM,LOW,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLMT-AVR-NODE467161
2906,662050300,MEDIUM,MEDIUM,HIGH,HIGH,NO,PEO_SILVER_PLUS,HIGH,MSAG5200-ISLMT-AVR-NODE467161
2907,662050301,LOW,LOW,MEDIUM,MEDIUM,LOW,PEO_UTHAYAM,MEDIUM,MSAG5200-ISLMT-AVR-NODE467161
2908,662050315,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLMT-AVR-NODE467161
2909,662050322,MEDIUM,MEDIUM,HIGH,MEDIUM,NO,NO,NO,MSAG5200-ISLMT-AVR-NODE467161
2910,662050336,LOW,LOW,MEDIUM,LOW,NO,PEO_SILVER,NO,MSAG5200-ISLMT-AVR-NODE467161
2911,662050338,LOW,NO,NO,NO,NO,PEO_SILVER,NO,MSAG5200-ISLMT-AVR-NODE467161
2912,662050340,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PEO_SILVER,NO,MSAG5200-ISLMT-AVR-NODE467161
2913,662050341,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLMT-AVR-NODE467161
2914,662050350,MEDIUM,LOW,HIGH,MEDIUM,NO,NO,NO,MSAG5200-ISLMT-AVR-NODE467161
2915,662050366,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,PEO_SILVER,LOW,MSAG5200-ISLMT-AVR-NODE467161
2916,662050369,MEDIUM,HIGH,LOW,MEDIUM,HIGH,PEO_SILVER,HIGH,MSAG5200-ISLMT-AVR-NODE467161
2917,662050370,LOW,MEDIUM,LOW,LOW,NO,NO,NO,MSAG5200-ISLMT-AVR-NODE467161
2918,662050372,MEDIUM,LOW,MEDIUM,MEDIUM,NO,PEO_UNNATHAM,HIGH,MSAG5200-ISLMT-AVR-NODE467161
2919,662050374,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLMT-AVR-NODE467161
2920,662050381,MEDIUM,MEDIUM,HIGH,MEDIUM,NO,NO,NO,MSAG5200-ISLMT-AVR-NODE467161
2921,662050383,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,PEO_UTHAYAM,MEDIUM,MSAG5200-ISLMT-AVR-NODE467161
2922,662050386,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLMT-AVR-NODE467161
2923,662050414,LOW,LOW,LOW,LOW,LOW,PEO_SILVER,LOW,MSAG5200-ISLMT-AVR-NODE467161
2924,662050441,LOW,MEDIUM,MEDIUM,MEDIUM,NO,PEO_SILVER,HIGH,MSAG5200-ISLMT-AVR-NODE467161
2925,662050442,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLMT-AVR-NODE467161
2926,662050465,MEDIUM,MEDIUM,HIGH,MEDIUM,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLMT-AVR-NODE467161
2927,662050475,MEDIUM,MEDIUM,HIGH,HIGH,LOW,PEO_UNNATHAM,NO,MSAG5200-ISLMT-AVR-NODE467161
2928,662050490,MEDIUM,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLMT-AVR-NODE467161
2929,662050498,LOW,LOW,LOW,LOW,NO,PEO_SILVER,HIGH,MSAG5200-ISLMT-AVR-NODE467161
2930,662050508,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,PEO_SILVER,MEDIUM,MSAG5200-ISLMT-AVR-NODE467161
2931,662050521,LOW,LOW,MEDIUM,LOW,MEDIUM,PEO_SILVER,MEDIUM,MSAG5200-ISLMT-AVR-NODE467161
2932,662050527,LOW,LOW,MEDIUM,MEDIUM,NO,PEO_SILVER,NO,MSAG5200-ISLMT-AVR-NODE467161
2933,662050535,LOW,LOW,MEDIUM,MEDIUM,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLMT-AVR-NODE467161
2934,662050548,LOW,NO,LOW,LOW,NO,PEO_SILVER,LOW,MSAG5200-ISLMT-AVR-NODE467161
2935,662050595,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLMT-AVR-NODE467161
2936,662050600,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PEO_SILVER,LOW,MSAG5200-ISLMT-AVR-NODE467161
2937,662050603,MEDIUM,MEDIUM,HIGH,HIGH,MEDIUM,NO,NO,MSAG5200-ISLMT-AVR-NODE467161
2938,662050608,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLMT-AVR-NODE467161
2939,662050609,LOW,LOW,MEDIUM,LOW,NO,PEO_SILVER,NO,MSAG5200-ISLMT-AVR-NODE467161
